Date,Temp_max(c),Temp_avg(c),Temp_min(c),Dew_max(c),Dew_avg(c),Dew_min(c),Hum_max(%),Hum_avg(%),Hum_min(%),Wind_max(mph),Wind_avg(mph),Wind_min(mph),Pres_max(in),Pres_avg(in),Pres_min(in),Precipitation
13/07/2017,32.2,27.9,22.8,25,22.7,21.1,94,74,52,15,4.7,0,29.8,29.8,29.7,0
14/07/2017,32.8,27.6,22.8,22.8,22.3,21.1,94,74,52,8,2.6,0,29.9,29.8,29.7,0
15/07/2017,31.1,26.4,22.2,22.8,22.3,21.1,94,78.5,62,14,2.5,0,29.8,29.8,29.7,0
16/07/2017,32.8,28.4,25,22.8,22.1,20,89,70.4,49,10,3.2,0,29.8,29.7,29.6,0
17/07/2017,32.8,29.1,26.1,23.9,22.4,21.1,84,68.4,49,12,4.6,0,29.8,29.7,29.6,0
18/07/2017,32.8,29.1,25,26.1,22.7,20,83,69.7,49,12,4.5,0,29.8,29.7,29.7,0
19/07/2017,32.2,28.9,26.1,25,23.6,22.8,89,74.3,62,9,3.5,0,29.8,29.7,29.6,0
20/07/2017,32.2,28.9,27.2,23.9,22.8,20,84,71.3,49,9,3.8,0,29.8,29.7,29.7,0
21/07/2017,33.9,29.4,25,23.9,23.1,22.2,89,70.7,52,10,4.3,0,29.8,29.7,29.6,0
22/07/2017,32.8,29.6,26.1,23.9,22.8,22.2,84,68.1,52,12,4.8,0,29.8,29.7,29.7,0
23/07/2017,33.9,29.3,25,23.9,22.7,20,89,69.1,49,8,3.4,0,29.8,29.7,29.6,0
24/07/2017,32.2,27.7,26.1,25,24.1,22.8,89,82,62,8,1.8,0,29.8,29.7,29.6,0
25/07/2017,32.2,28.1,25,25,24.1,22.8,94,80.5,59,9,3,0,29.7,29.7,29.6,0
26/07/2017,32.8,28.9,25,23.9,22.7,18.9,94,71.5,43,13,4.7,0,29.7,29.7,29.6,0
27/07/2017,32.8,29.8,26.1,25,23.3,21.1,89,69.5,49,12,4.4,0,29.7,29.7,29.6,0
28/07/2017,32.8,29.6,27.2,23.9,23.1,21.1,79,68.9,52,12,5,0,29.8,29.8,29.7,0
29/07/2017,32.8,30.1,26.1,23.9,22.9,21.1,84,65.9,52,12,4.8,0,29.8,29.7,29.6,0
30/07/2017,32.8,28.5,27.2,26.1,23.8,22.2,89,76.9,55,6,2,0,29.8,29.7,29.6,0
31/07/2017,33.9,28.7,23.9,25,23.1,21.1,94,73.8,46,13,5.4,0,29.8,29.7,29.7,0
1/08/2017,32.8,28.9,25,25,23.5,22.8,89,74,55,9,4.2,0,29.8,29.8,29.7,0
2/08/2017,31.1,28.1,25,25,23.5,22.8,94,77.6,62,13,5.4,0,29.8,29.8,29.7,0
3/08/2017,28.9,27,25,25,23.5,22.2,89,82.2,70,12,2.7,0,29.8,29.7,29.6,0
4/08/2017,32.2,28.4,26.1,25,23.1,21.1,89,74,55,13,4.9,0,29.8,29.7,29.6,0
5/08/2017,32.8,29.3,25,22.8,22.5,21.1,89,68,52,10,5,0,29.7,29.7,29.6,0
6/08/2017,32.8,29.1,23.9,23.9,22.7,22.2,89,69.3,52,12,6,2,29.8,29.7,29.6,0
7/08/2017,33.9,29.9,27.2,23.9,23.1,22.2,84,67.9,49,10,4.8,0,29.8,29.7,29.6,0
8/08/2017,28.9,26.7,25,23.9,23.4,22.8,94,83.2,74,9,3.1,0,29.8,29.8,29.7,0
9/08/2017,31.1,26.9,23.9,23.9,22.8,22.2,94,78.8,58,10,3.3,0,29.8,29.8,29.7,0
10/08/2017,32.2,26.9,25,25,24.2,22.8,94,86.4,59,10,2.5,0,29.8,29.8,29.7,0
11/08/2017,27.8,25.7,22.8,23.9,23.6,22.2,94,88.8,74,9,2.2,0,29.8,29.8,29.7,0
12/08/2017,31.1,27.2,23.9,23.9,22.9,22.2,94,79.2,58,12,4.8,0,29.9,29.8,29.7,0
13/08/2017,31.1,27.5,25,23.9,23.2,22.8,94,78.8,62,9,3.5,0,29.8,29.8,29.7,0
14/08/2017,31.1,26.9,25,25,24,22.8,94,85.4,66,7,1.7,0,29.9,29.8,29.7,0
15/08/2017,30,26.4,23.9,23.9,23.2,22.2,94,83.6,66,7,2.8,0,29.9,29.8,29.7,0
16/08/2017,32.8,27.8,23.9,23.9,22.8,21.1,94,76.7,49,9,2.3,0,29.8,29.7,29.6,0
17/08/2017,32.2,28.2,26.1,23.9,23.4,22.2,89,77.2,55,9,3.6,0,29.8,29.7,29.6,0
18/08/2017,32.2,27.2,23.9,23.9,23.4,22.8,94,81.3,62,12,3.5,0,29.8,29.7,29.6,0
19/08/2017,33.9,27.5,25,25,23.6,22.2,94,81.3,52,13,3.8,0,29.8,29.7,29.6,0
20/08/2017,32.8,29,25,25,23.4,21.1,94,73.7,52,8,3.5,0,29.8,29.7,29.6,0
21/08/2017,32.8,28.4,25,25,23.3,22.2,89,75.2,59,12,3.6,0,29.7,29.7,29.6,0
22/08/2017,33.9,29.1,26.1,23.9,22.9,21.1,89,71.2,49,12,4.2,0,29.8,29.7,29.6,0
23/08/2017,32.8,29.3,26.1,22.8,22.3,20,83,67.3,49,13,5.6,0,29.8,29.7,29.6,0
24/08/2017,32.2,29.1,26.1,23.9,22.8,20,84,70.3,55,12,5.4,0,29.8,29.7,29.6,0
25/08/2017,32.8,29.3,26.1,23.9,23.2,22.2,84,71.4,55,10,3.7,0,29.8,29.7,29.6,0
26/08/2017,30,27.1,22.8,23.9,22.7,21.1,94,76.7,58,10,3.1,0,29.7,29.7,29.6,0
27/08/2017,31.1,27.3,23.9,23.9,22.3,21.1,89,74.8,58,15,6.6,1,29.7,29.7,29.6,0
28/08/2017,32.2,28.3,25,23.9,22.5,20,89,72.3,52,14,5.2,0,29.8,29.7,29.6,0
29/08/2017,32.8,27.8,25,23.9,22.6,21.1,89,73.9,49,8,4.2,2,29.8,29.7,29.6,0
30/08/2017,32.2,28.2,25,23.9,23.2,22.8,94,76.3,59,9,3.4,0,29.8,29.7,29.7,0
31/08/2017,33.9,28.7,26.1,23.9,23.7,22.8,89,75.9,52,10,2.1,0,29.8,29.7,29.6,0
1/09/2017,32.2,27.1,25,26.1,23.8,22.8,94,83.8,59,8,2.7,0,29.8,29.8,29.7,0
2/09/2017,33.9,27.2,25,25,24.1,22.8,94,84.4,59,13,2.4,0,29.8,29.7,29.6,0
3/09/2017,27.8,26,22.8,25,23.5,21.1,100,87.3,79,10,3.5,0,29.8,29.7,29.7,0
4/09/2017,31.1,27.6,25,23.9,23.6,22.8,94,80.9,62,8,3,0,29.8,29.8,29.6,0
5/09/2017,31.1,26.9,23.9,25,23.8,22.8,94,84.5,62,12,2.9,0,29.8,29.7,29.7,0
6/09/2017,32.8,28.1,23.9,23.9,23.3,22.2,94,77.2,55,12,4.5,0,29.8,29.7,29.6,0
7/09/2017,32.8,27.9,25,25,23.7,22.2,94,80.3,52,12,4.2,0,29.8,29.7,29.6,0
8/09/2017,32.8,27.5,25,25,23.9,22.2,94,82.5,55,12,2.2,0,29.8,29.7,29.6,0
9/09/2017,32.2,27.2,25,25,23.8,22.8,94,83.4,59,8,2.5,0,29.8,29.7,29.6,0
10/09/2017,32.2,27.9,25,23.9,23.1,22.2,94,77.2,55,7,2.9,0,29.8,29.7,29.6,0
11/09/2017,32.2,26.8,23.9,23.9,22.7,22.2,94,79.6,55,10,2.9,0,29.8,29.8,29.7,0
12/09/2017,32.8,28.1,23.9,25,22.3,21.1,89,71.4,49,6,2.3,0,29.8,29.7,29.6,0
13/09/2017,32.2,28,26.1,25,24.1,22.8,89,80.6,62,12,4,0,29.8,29.7,29.7,0
14/09/2017,32.2,27.8,25,25,23.3,22.2,89,78.5,59,10,3.2,0,29.8,29.7,29.6,0
15/09/2017,30,26.7,23.9,23.9,23,22.2,94,81.8,66,12,4.4,0,29.8,29.7,29.6,0
16/09/2017,32.2,27.7,23.9,22.8,22.3,21.1,94,73.4,55,12,5.4,1,29.8,29.7,29.6,0
17/09/2017,33.9,27.9,25,23.9,23.1,22.2,94,76.9,55,10,3.3,0,29.9,29.8,29.7,0
18/09/2017,31.1,26.6,23.9,25,23.8,22.8,94,86.6,66,8,1.5,0,29.9,29.8,29.7,0
19/09/2017,31.1,26.1,23.9,23.9,23.1,22.8,94,85.5,62,16,3.3,0,29.9,29.8,29.7,0
20/09/2017,32.2,26.4,23.9,23.9,23.2,21.1,94,83.6,62,15,3.1,0,29.8,29.8,29.7,0
21/09/2017,31.1,26.9,23.9,22.8,22.4,21.1,94,77.6,55,12,4.4,0,29.8,29.7,29.7,0
22/09/2017,32.8,28.7,23.9,22.8,22.3,21.1,89,70,49,10,3,0,29.8,29.7,29.7,0
23/09/2017,30,27.7,25,23.9,23.1,22.2,89,77.2,66,9,2.9,0,29.8,29.8,29.7,0
24/09/2017,32.8,28.7,25,23.9,22.5,18.9,94,71.1,43,7,2.5,0,29.8,29.7,29.7,0
25/09/2017,32.8,28.7,26.1,25,23.5,22.2,89,75.1,59,9,2.8,0,29.8,29.7,29.6,0
26/09/2017,32.2,28.3,26.1,23.9,23.3,22.2,89,76,55,8,3.9,0,29.8,29.7,29.7,0
27/09/2017,32.8,28.4,25,23.9,22.8,22.2,89,73.3,52,8,5,0,29.9,29.8,29.7,0
28/09/2017,33.9,28.7,26.1,23.9,23.7,22.8,89,76.2,55,12,3.6,0,29.8,29.7,29.6,0
29/09/2017,27.8,26.6,25,25,23.8,22.8,94,85.8,74,12,4.1,0,29.8,29.8,29.7,0
30/09/2017,32.2,27.2,25,25,23.2,22.2,94,81,55,12,3.8,0,29.9,29.8,29.7,0
1/10/2017,31.1,27.8,25,25,23.8,22.8,94,79.9,62,8,2.1,0,29.8,29.8,29.6,0
2/10/2017,30,25.9,22.8,23.9,22.4,21.1,94,81.6,62,8,4,1,29.8,29.7,29.6,0
3/10/2017,32.8,28.5,23.9,23.9,22.7,21.1,94,72.5,52,9,4.7,0,29.8,29.7,29.6,0
4/10/2017,28.9,26.8,23.9,23.9,23.1,22.2,94,81.4,70,10,4.9,0,29.8,29.7,29.7,0
5/10/2017,32.8,27.2,23.9,25,22.9,21.1,94,79.8,49,8,2.5,0,29.8,29.7,29.6,0
6/10/2017,32.8,27.2,25,25,23.9,22.8,94,84.1,59,10,2,0,29.8,29.7,29.6,0
7/10/2017,32.2,26.9,23.9,25,23.5,22.2,94,83,59,13,4.9,0,29.8,29.7,29.6,0
8/10/2017,31.1,27.6,23.9,23.9,23.1,22.2,94,78.3,58,13,4.6,0,29.7,29.7,29.6,0
9/10/2017,32.2,28,25,25,23.6,22.8,89,78.5,59,9,5,0,29.7,29.6,29.6,0
10/10/2017,32.2,27.7,23.9,26.1,23.8,22.8,94,81.1,59,9,2.9,0,29.7,29.6,29.6,0
11/10/2017,32.8,28.6,25,25,23.7,22.8,94,76.5,55,9,3.5,0,29.7,29.7,29.6,0
12/10/2017,31.1,28.1,26.1,25,24.1,22.8,94,79.8,66,12,4.4,0,29.8,29.7,29.6,0
13/10/2017,27.2,25.3,23.9,23.9,23.2,22.2,94,89,78,6,1.5,0,29.8,29.7,29.7,0
14/10/2017,33.9,27.6,22.8,23.9,22.4,20,94,74.3,46,8,3.1,0,29.7,29.7,29.6,0
15/10/2017,33.9,29.2,26.1,25,23.6,22.2,89,73.9,49,9,3.1,0,29.8,29.7,29.6,0
16/10/2017,33.9,29.1,25,25,23.2,21.1,94,72.5,49,9,2.6,0,29.8,29.7,29.6,0
17/10/2017,35,29.3,25,23.9,21.9,17.2,83,65.8,43,8,2.5,0,29.8,29.7,29.6,0
18/10/2017,35,29.2,25,23.9,22.1,20,84,66.7,41,10,2.3,0,29.8,29.7,29.6,0
19/10/2017,35,29.7,26.1,25,23.2,21.1,84,69.9,46,12,4.3,0,29.8,29.8,29.7,0
20/10/2017,35,30.1,27.2,25,24.1,22.8,89,71.7,52,10,4.3,0,29.8,29.8,29.7,0
21/10/2017,33.9,30.2,27.2,25,23.7,21.1,84,69.9,46,14,6,0,29.9,29.8,29.7,0
22/10/2017,35,30.1,26.1,25,23.4,21.1,89,68.7,49,12,6.9,0,29.8,29.8,29.7,0
23/10/2017,35,30.1,26.1,23.9,23.1,21.1,84,67.5,47,13,6.7,3,29.8,29.8,29.7,0
24/10/2017,32.2,28.8,27.2,23.9,23.7,22.8,84,74.4,59,8,3.5,0,29.9,29.8,29.7,0
25/10/2017,32.2,28.4,25,25,23.7,22.2,94,77.1,55,9,3.5,0,29.9,29.8,29.7,0
26/10/2017,32.2,28.2,26.1,25,24.1,22.8,89,78.8,59,8,2.5,0,29.9,29.8,29.7,0
27/10/2017,27.8,26.1,23.9,25,23.7,22.2,94,87.6,79,10,1.3,0,29.8,29.8,29.7,0
28/10/2017,33.9,28.2,23.9,23.9,23.1,22.2,94,75.9,52,12,4.5,0,29.8,29.7,29.6,0
29/10/2017,32.2,28,26.1,25,23.6,22.8,84,77.9,62,9,2.1,0,29.8,29.7,29.7,0
30/10/2017,32.2,26.4,22.8,23.9,23.2,22.8,100,85,59,13,2.4,0,29.8,29.7,29.6,0
31/10/2017,32.2,27.1,23.9,23.9,23.3,21.1,94,81.8,55,5,2.4,0,29.8,29.7,29.6,0
1/11/2017,32.2,27.9,25,23.9,23.5,22.8,94,78.8,59,9,3.7,0,29.8,29.7,29.6,0
2/11/2017,31.1,27.7,25,25,23.6,22.8,89,79.6,62,9,3.1,0,29.7,29.7,29.6,0
3/11/2017,27.8,26.6,25,23.9,23.8,22.8,94,85.8,79,7,2.9,0,29.7,29.6,29.6,0
4/11/2017,30,26.3,23.9,23.9,23.2,22.8,94,84.4,66,10,2.7,0,29.7,29.6,29.6,0
5/11/2017,28.9,26.6,25,25,23.8,22.8,94,86.3,70,7,2.3,0,29.7,29.7,29.6,0
6/11/2017,31.1,27.8,25,23.9,23.6,22.2,94,79.3,58,7,2.5,0,29.7,29.6,29.6,0
7/11/2017,31.1,26.8,22.8,23.9,23.1,22.2,100,81.3,58,8,3,0,29.7,29.7,29.6,0
8/11/2017,28.9,26.7,25,25,24,23.9,100,86.1,74,8,3.8,0,29.8,29.7,29.6,0
9/11/2017,32.2,27.4,25,23.9,23.6,22.2,94,82,59,14,4.2,0,29.7,29.7,29.6,0
10/11/2017,32.2,26.7,23.9,25,23.8,22.8,100,85.4,62,13,3.3,0,29.8,29.7,29.6,0
11/11/2017,31.1,27.1,23.9,25,23.3,22.2,94,81.7,62,13,3.9,0,29.8,29.7,29.6,0
12/11/2017,32.2,27.2,25,23.9,22.9,22.2,94,78.2,59,10,3.5,0,29.8,29.7,29.6,0
13/11/2017,32.8,28.3,25,25,23.2,22.2,89,74.8,52,12,4.2,0,29.7,29.7,29.6,0
14/11/2017,27.8,26.6,25,25,23.3,21.1,89,83.4,74,9,3.9,0,29.8,29.7,29.6,0
15/11/2017,32.8,27.3,23.9,25,23.5,22.8,100,81.8,55,12,2.6,0,29.8,29.7,29.6,0
16/11/2017,32.8,27.2,25,25,23.3,22.8,94,81.8,55,13,3,0,29.8,29.7,29.6,0
17/11/2017,31.1,27.7,25,26.1,24.4,23.9,94,83.2,66,9,3.8,0,29.8,29.7,29.6,0
18/11/2017,32.8,27.3,25,25,23.9,22.8,94,83.5,55,10,1.9,0,29.7,29.7,29.6,0
19/11/2017,32.2,27.8,25,25,24,22.8,94,81.1,59,10,4,0,29.8,29.7,29.6,0
20/11/2017,33.9,28.8,25,25,23.7,22.2,94,75.5,49,10,5.5,0,29.8,29.7,29.6,0
21/11/2017,32.8,27.8,25,25,23.6,22.2,94,80,55,10,3.1,0,29.7,29.7,29.6,0
22/11/2017,32.8,27.4,25,25,23.5,22.8,94,81.3,59,7,2.7,0,29.7,29.7,29.6,0
23/11/2017,31.1,26.3,23.9,26.1,23.7,22.8,94,87.1,66,10,2.4,0,29.7,29.7,29.6,0
24/11/2017,32.2,26.3,23.9,26.1,24.1,22.8,100,88.2,66,7,2.5,0,29.8,29.7,29.6,0
25/11/2017,32.2,26.4,23.9,26.1,24.1,22.8,94,88.3,66,9,2.3,0,29.8,29.7,29.6,0
26/11/2017,30,26.3,23.9,26.1,24.4,23.9,100,90.4,74,9,1.6,0,29.8,29.7,29.6,0
27/11/2017,30,26.4,25,25,24.4,23.9,94,89.8,74,5,1.8,0,29.7,29.7,29.6,0
28/11/2017,30,26.3,23.9,25,24.1,22.8,94,88.8,74,12,5,0,29.7,29.7,29.6,0
29/11/2017,28.9,25.8,23.9,25,23.6,22.8,94,88.6,74,12,6.4,2,29.7,29.7,29.6,0
30/11/2017,30,25.8,23.9,25,23.5,22.8,94,87.7,74,13,6,0,29.7,29.6,29.6,0
1/12/2017,32.8,27.8,23.9,25,23.7,22.8,94,80.2,59,8,3,0,29.7,29.6,29.6,0
2/12/2017,33.9,28.8,25,26.1,24.1,22.8,89,76.8,59,8,2.7,0,29.7,29.6,29.6,0
3/12/2017,32.8,29.2,26.1,26.1,25.1,23.9,89,79.1,63,9,4.2,0,29.7,29.6,29.6,0
4/12/2017,32.2,28.4,25,26.1,24.8,23.9,94,81.8,62,10,2.6,0,29.7,29.6,29.6,0
5/12/2017,33.9,29.4,25,26.1,24,22.2,89,73.7,52,9,3.7,0,29.7,29.6,29.6,0
6/12/2017,33.9,30.1,27.2,25,24.3,23.9,84,71.9,56,12,4.4,0,29.7,29.7,29.6,0
7/12/2017,33.9,29,25,26.1,24.4,22.8,94,77.3,59,10,3.8,0,29.8,29.7,29.6,0
8/12/2017,32.2,27.3,23.9,26.1,24,22.8,94,83,66,8,2.5,0,29.8,29.7,29.7,0
9/12/2017,32.2,27.7,26.1,26.1,24.6,23.9,94,84.5,62,9,2,0,29.8,29.8,29.7,0
10/12/2017,30,27.2,25,26.1,24.3,23.9,94,85.5,74,12,2.8,0,29.9,29.8,29.7,0
11/12/2017,31.1,27.2,25,25,24.4,23.9,94,85.8,70,10,2.3,0,29.8,29.8,29.7,0
12/12/2017,32.2,27.5,23.9,25,24.2,22.8,94,83.5,66,9,2.5,0,29.9,29.8,29.7,0
13/12/2017,32.8,28.5,25,26.1,24.6,23.9,94,80.7,62,9,3.3,0,29.8,29.8,29.7,0
14/12/2017,32.8,28.6,26.1,25,24.1,22.8,94,78.3,59,10,3.6,0,29.8,29.8,29.7,0
15/12/2017,33.9,28.7,25,25,24.1,22.8,94,77.4,52,13,3.8,0,29.8,29.7,29.6,0
16/12/2017,32.2,27.5,25,25,23.4,22.2,94,80,59,9,2.5,0,29.8,29.8,29.7,0
17/12/2017,32.8,27.6,23.9,23.9,22.6,20,94,76.3,46,7,2.6,0,29.9,29.8,29.7,0
18/12/2017,33.9,28.1,23.9,23.9,22.6,20,89,73.8,49,7,2.3,0,29.8,29.8,29.7,0
19/12/2017,32.2,27.9,23.9,22.8,22.1,20,89,72.5,52,8,2.8,0,29.8,29.8,29.7,0
20/12/2017,30,26.7,23.9,25,23.3,22.2,89,82.4,70,7,2.9,0,29.8,29.8,29.7,0
21/12/2017,32.2,27.6,25,26.1,24.3,23.9,94,83.6,70,12,2.8,0,29.8,29.8,29.7,0
22/12/2017,32.8,27.7,23.9,25,23.2,22.2,94,78.9,52,14,4.8,0,29.8,29.7,29.6,0
23/12/2017,30,26.7,25,23.9,22.9,22.8,89,81.5,66,9,4.5,0,29.7,29.6,29.6,0
24/12/2017,32.2,27,23.9,23.9,23.2,22.8,94,81.3,59,9,2.3,0,29.7,29.7,29.6,0
25/12/2017,32.2,26.9,25,23.9,23.3,22.2,94,82,59,10,2.7,0,29.7,29.7,29.6,0
26/12/2017,31.1,27.3,23.9,25,23.2,22.2,94,79.7,62,12,4.6,0,29.7,29.7,29.6,0
27/12/2017,32.2,27.7,23.9,23.9,22.7,22.2,94,75.6,55,9,4.5,2,29.8,29.7,29.6,0
28/12/2017,33.9,28.4,25,25,23.5,22.8,89,76.1,52,9,2.7,0,29.8,29.7,29.6,0
29/12/2017,32.2,27.2,23.9,25,24,22.2,94,84.5,62,7,2.5,0,29.8,29.7,29.6,0
30/12/2017,31.1,27.4,25,25,23.5,22.8,94,81.1,62,9,2.5,0,29.8,29.7,29.6,0
31/12/2017,31.1,27.3,25,25,23.6,22.2,94,82.2,58,7,1.8,0,29.8,29.7,29.6,0
1/01/2018,28.9,25.7,23.9,23.9,23.4,22.8,100,88.6,74,9,3,0,29.7,29.7,29.6,0
2/01/2018,30,26.3,23.9,23.9,23.3,22.8,100,84.9,70,9,2.3,0,29.7,29.7,29.6,0
3/01/2018,31.1,25.8,23.9,23.9,23.3,22.8,100,87.3,66,7,2.3,0,29.7,29.7,29.6,0
4/01/2018,28.9,26,23.9,23.9,23.8,22.8,100,88.8,74,7,2.9,0,29.7,29.7,29.6,0
5/01/2018,30,25.8,23.9,23.9,23.2,22.2,94,86.6,70,7,1.8,0,29.8,29.7,29.6,0
6/01/2018,32.8,27.7,23.9,23.9,22.7,22.2,94,76.3,52,9,2.3,0,29.7,29.7,29.6,0
7/01/2018,33.9,28.4,23.9,23.9,22.6,21.1,94,72.7,49,8,2.6,0,29.8,29.7,29.6,0
8/01/2018,32.8,28,25,23.9,22.9,22.2,89,75,52,8,4.1,0,29.8,29.7,29.6,0
9/01/2018,30,26.7,23.9,23.9,23.4,22.8,94,84,70,12,5.2,0,29.9,28.5,0,0
10/01/2018,30,24.2,-17.8,23.9,21.4,-17.8,100,81.4,0,10,3.4,0,29.9,29.8,29.7,0
11/01/2018,25,23.4,22.2,22.8,22.1,20,100,92,83,7,1.5,0,29.9,29.8,29.8,0
12/01/2018,25,22.9,21.1,22.8,21.4,20,100,91,83,7,2,0,29.9,29.8,29.8,0
13/01/2018,27.2,24.1,22.2,22.2,21.6,20,94,85,65,6,2.2,0,29.9,29.8,29.7,0
14/01/2018,27.8,25.2,22.8,22.2,21.2,20,94,78.3,62,5,0.8,0,29.8,29.8,29.7,0
15/01/2018,30,26,22.8,22.8,21.4,20,94,76.5,55,9,2.8,0,29.8,29.7,29.7,0
16/01/2018,30,26.7,23.9,22.8,22.3,21.1,89,76.8,58,7,2,0,29.8,29.7,29.6,0
17/01/2018,32.8,26.9,23.9,25,22.9,22.2,94,80.2,52,10,2.3,0,29.7,29.7,29.6,0
18/01/2018,31.1,26.8,23.9,25,23.4,22.8,94,83.3,62,7,2.2,0,29.7,29.7,29.6,0
19/01/2018,32.2,26.2,23.9,23.9,23.3,22.2,94,85.6,55,12,3,0,29.8,29.7,29.6,0
20/01/2018,31.1,26.8,23.9,23.9,23.2,22.2,94,82.2,58,10,2,0,29.7,29.7,29.6,0
21/01/2018,31.1,27.2,25,23.9,23.5,22.8,94,81.9,62,10,2.8,0,29.7,29.7,29.6,0
22/01/2018,32.2,27.8,25,23.9,23.6,22.8,94,79.8,59,10,3.5,0,29.7,29.7,29.6,0
23/01/2018,32.2,27.3,25,25,23.7,22.8,94,82.7,59,13,4.5,0,29.7,29.7,29.6,0
24/01/2018,31.1,26,22.8,23.9,23.1,22.2,100,85.5,62,10,3,0,29.7,29.6,29.6,0
25/01/2018,32.2,26.6,23.9,23.9,22.9,22.2,94,82,55,8,2.2,0,29.7,29.6,29.6,0
26/01/2018,31.1,25.6,23.9,23.9,23,22.8,94,87,66,6,2,0,29.7,29.6,29.6,0
27/01/2018,32.2,27.2,23.9,25,23,22.2,94,79.4,55,7,2.4,0,29.7,29.7,29.6,0
28/01/2018,32.2,27.8,25,25,23.7,22.2,94,80.4,62,9,2.5,0,29.8,29.7,29.6,0
29/01/2018,32.8,27.4,23.9,23.9,23.3,22.2,94,80.5,59,13,4.4,0,29.8,29.7,29.6,0
30/01/2018,32.8,26.2,-17.8,25,21.9,-17.8,94,75,0,9,3,0,29.8,28.5,0,0
31/01/2018,33.9,28.3,25,25,23.6,22.8,89,77.6,52,13,3.9,0,29.8,29.7,29.6,0
1/02/2018,33.9,27.7,25,25,23.8,22.8,94,80.8,52,7,1.8,0,29.8,29.7,29.6,0
2/02/2018,32.8,28.1,25,23.9,23.4,22.2,94,77.9,52,7,2.2,0,29.8,29.8,29.7,0
3/02/2018,33.9,28.7,23.9,23.9,21.8,18.9,94,68.8,46,12,4,0,29.8,29.8,29.7,0
4/02/2018,33.9,28.8,23.9,22.2,20.3,18.9,83,61.4,41,9,3.9,0,29.8,29.8,29.7,0
5/02/2018,32.2,28,25,22.8,20.8,18.9,83,65.7,46,8,2.4,0,29.9,29.8,29.7,0
6/02/2018,30,27.1,23.9,22.2,20.4,18.9,83,67.2,51,6,1.7,0,29.9,29.8,29.7,0
7/02/2018,31.1,27.3,23.9,22.2,21.3,20,83,69.8,52,8,2.9,0,29.8,29.8,29.7,0
8/02/2018,33.9,27.6,23.9,23.9,22.1,21.1,89,73.2,46,9,2.7,0,29.8,29.7,29.6,0
9/02/2018,33.9,28.4,23.9,23.9,21.4,20,89,66.6,44,10,3.7,0,29.8,29.7,29.7,0
10/02/2018,33.9,28.5,23.9,22.8,22.1,21.1,83,69.6,46,13,3.3,0,29.8,29.8,29.7,0
11/02/2018,33.9,27.8,23.9,23.9,22.4,18.9,94,74.9,41,9,3,0,29.8,29.8,29.7,0
12/02/2018,32.8,28.6,25,23.9,20.3,17.2,89,64.3,40,12,4,0,29.9,29.8,29.7,0
13/02/2018,33.9,28.2,22.8,22.8,20.6,17.8,83,65.7,38,8,3.3,0,29.9,29.8,29.7,0
14/02/2018,32.2,27.4,23.9,23.9,22,21.1,94,73.2,52,10,2.2,0,29.9,29.8,29.8,0
15/02/2018,32.8,27.9,23.9,23.9,23.2,22.2,94,76.8,55,12,3.6,0,29.9,29.8,29.7,0
16/02/2018,32.8,28.7,25,23.9,23.4,22.2,94,75.1,52,12,4.7,0,29.9,29.8,29.7,0
17/02/2018,33.9,27.8,25,23.9,23.5,22.8,89,79.8,56,12,3.4,0,29.8,29.7,29.6,0
18/02/2018,33.9,27.7,23.9,25,23.4,22.8,94,79.7,52,13,2.8,0,29.8,29.7,29.6,0
19/02/2018,33.9,27.3,23.9,23.9,23.1,22.2,94,80.1,52,12,3,0,29.8,29.7,29.6,0
20/02/2018,32.8,27.4,23.9,23.9,23.1,22.2,94,78.8,52,9,2.2,0,29.8,29.7,29.6,0
21/02/2018,33.9,28.1,25,25,23.1,22.2,89,77.1,49,10,2.6,0,29.7,29.6,29.6,0
22/02/2018,32.8,27.2,25,23.9,23.6,22.8,94,82.4,55,16,3.2,0,29.7,29.7,29.6,0
23/02/2018,32.2,26.6,23.9,25,23.1,22.2,94,82.9,59,9,3.1,0,29.8,29.7,29.6,0
24/02/2018,32.8,27.8,23.9,25,23.1,22.2,94,77.3,52,9,3.5,0,29.8,29.7,29.6,0
25/02/2018,35,28.9,25,25,22.7,20,89,70.3,41,9,3.1,0,29.8,29.7,29.6,0
26/02/2018,33.9,29.2,25,23.9,21.7,18.9,89,66.8,41,9,2.8,0,29.8,29.7,29.6,0
27/02/2018,33.9,28.5,23.9,23.9,22.1,20,89,68.8,44,6,2.1,0,29.8,29.7,29.6,0
28/02/2018,33.9,29.1,25,23.9,23.4,22.8,89,73,52,10,3.8,0,29.8,29.7,29.6,0
1/03/2018,32.2,27.8,26.1,25,23.9,22.8,89,80.5,62,10,2.7,0,29.8,29.7,29.6,0
2/03/2018,32.2,28.2,25,25,23.7,22.8,94,78.2,59,10,3,0,29.8,29.7,29.6,0
3/03/2018,32.2,27.4,25,25,23.5,22.2,89,81,59,8,2,0,29.7,29.7,29.6,0
4/03/2018,32.8,27.7,23.9,26.1,23.7,22.8,94,81,55,13,2.5,0,29.8,29.7,29.6,0
5/03/2018,32.8,27.1,25,25,24.1,22.8,94,84.9,59,15,2.7,0,29.8,29.7,29.6,0
6/03/2018,32.8,27.1,25,25,23.9,22.8,94,84.8,59,9,1.9,0,29.8,29.7,29.6,0
7/03/2018,32.2,27.6,25,25,23.8,22.8,94,81.7,62,8,2.8,0,29.8,29.7,29.6,0
